MicroId,latitude,longitude,AbsolutVariation,abs_change,PercentageVariation,abs_pct_change,rising
11007,-12.137549572396933,-60.673215677836524,5.0,5.0,10.638297872340425,10.638297872340425,True
11001,-9.431490944229523,-64.02855140755068,43.0,43.0,39.44954128440367,39.44954128440367,True
11004,-10.636682158846344,-62.35642548219846,7.0,7.0,8.333333333333332,8.333333333333332,True
11002,-11.694909731146286,-64.09783772988774,3.0,3.0,25.0,25.0,True
11008,-13.153445577019749,-61.2161403711009,2.0,2.0,12.5,12.5,True
11006,-11.932697898961482,-61.68875560836366,31.0,31.0,59.61538461538461,59.61538461538461,True
11003,-9.659098226393995,-62.566535447188585,6.0,6.0,10.714285714285714,10.714285714285714,True
11005,-11.605874298861117,-62.88369337268962,4.0,4.0,22.22222222222222,22.22222222222222,True
12002,-8.698295899859684,-71.12486311457835,-9.0,9.0,-81.81818181818183,81.81818181818183,False
12003,-9.61432281133732,-69.65910372072123,6.0,6.0,300.0,300.0,True
12004,-9.982671183663566,-67.92030143613074,-19.0,19.0,-26.027397260273972,26.027397260273972,False
12001,-8.273642969402573,-72.86193801872643,0.0,0.0,0.0,0.0,False
12005,-10.714021537136363,-69.15970748224997,11.0,11.0,110.00000000000001,110.00000000000001,True
13005,-4.020584313237695,-65.46984923072375,4.0,4.0,100.0,100.0,True
13008,-1.5879408883769832,-59.92366734257045,-4.0,4.0,-33.33333333333333,33.33333333333333,False
13001,-0.34149369536576757,-65.13166779659818,-7.0,7.0,-53.84615384615385,53.84615384615385,False
13012,-7.14068325658395,-65.10236458861259,-1.0,1.0,-11.11111111111111,11.11111111111111,False
13010,-2.9086368256187947,-58.20007103359195,-5.0,5.0,-27.77777777777778,27.77777777777778,False
13007,-3.306273795172331,-60.24980723921797,46.0,46.0,16.140350877192983,16.140350877192983,True
13013,-6.683015558307202,-60.54440069492057,10.0,10.0,66.66666666666666,66.66666666666666,True
13004,-5.978263208314492,-68.71049200205148,-5.0,5.0,-62.5,62.5,False
13002,-1.8679793265335904,-67.55682181913188,,,,,False
13009,-3.1484450479278485,-58.561464228496334,5.0,5.0,35.714285714285715,35.714285714285715,True
13006,-4.122330390878076,-63.22061507174374,4.0,4.0,100.0,100.0,True
13011,-8.10895108477007,-68.14562571948741,-6.0,6.0,-60.0,60.0,False
13003,-4.759314855564433,-69.6979347392411,2.0,2.0,33.33333333333333,33.33333333333333,True
14004,0.31829004832788693,-60.49591292131518,-7.0,7.0,-50.0,50.0,False
14002,3.403974150087316,-60.249514502112014,4.0,4.0,30.76923076923077,30.76923076923077,True
14003,1.479170206590937,-61.74951798590798,6.0,6.0,60.0,60.0,True
14001,3.486076034924353,-62.22346842489539,30.0,30.0,35.294117647058826,35.294117647058826,True
15016,-4.545116638362743,-49.922597226468156,18.0,18.0,29.508196721311474,29.508196721311474,True
15012,-2.573276050946353,-48.682531720274824,25.0,25.0,46.2962962962963,46.2962962962963,True
15018,-7.438161760212029,-51.951897967030455,5.0,5.0,9.803921568627452,9.803921568627452,True
15002,-1.8713965302766915,-54.65467734963983,-9.0,9.0,-8.49056603773585,8.49056603773585,False
15009,-0.8198444865872578,-47.77650964339694,9.0,9.0,25.71428571428571,25.71428571428571,True
15021,-7.100524362287248,-49.59221553613486,8.0,8.0,10.95890410958904,10.95890410958904,True
15004,-2.1352854794755007,-51.01591678746894,3.0,3.0,100.0,100.0,True
15019,-6.384048499020345,-50.159569453284654,7.0,7.0,9.722222222222223,9.722222222222223,True
15017,-3.8479300561982646,-48.051491228671175,1.0,1.0,1.5625,1.5625,True
15001,-0.1045240677836691,-56.879285965080925,10.0,10.0,66.66666666666666,66.66666666666666,True
15020,-5.6414893108947455,-49.6610990006867,-7.0,7.0,-6.666666666666667,6.666666666666667,False
15014,-6.452412296576298,-56.423504966706034,16.0,16.0,26.666666666666668,26.666666666666668,True
15013,-2.0740455226221726,-47.188649437641104,27.0,27.0,33.75,33.75,True
15005,-0.8877049954739142,-50.37436376677884,6.0,6.0,150.0,150.0,True
15022,-8.701805862078047,-50.19398433316615,26.0,26.0,70.27027027027027,70.27027027027027,True
15008,-1.384266735264938,-48.03118625174008,18.0,18.0,27.692307692307693,27.692307692307693,True
15011,-2.3657080394361927,-49.532044289262146,11.0,11.0,28.947368421052634,28.947368421052634,True
15010,-1.1484346963432048,-47.07185133585796,29.0,29.0,44.61538461538462,44.61538461538462,True
15007,-1.361296139200923,-48.49397178840018,18.0,18.0,6.642066420664207,6.642066420664207,True
15006,-0.5230132315273499,-49.36450676419199,2.0,2.0,25.0,25.0,True
15015,-5.6679418543398725,-53.358358943860466,8.0,8.0,10.38961038961039,10.38961038961039,True
15003,-0.19170401148614688,-53.6340392467332,1.0,1.0,50.0,50.0,True
16001,2.8342823142455154,-51.711368682953825,-6.0,6.0,-66.66666666666666,66.66666666666666,False
16004,0.6554069917303967,-52.85574815279615,2.0,2.0,40.0,40.0,True
16003,0.9885735660953241,-51.68570608599299,22.0,22.0,32.35294117647059,32.35294117647059,True
16002,1.580073899308426,-50.87672931022919,1.0,1.0,50.0,50.0,True
